text,label
 আমি তোমাকে পছন্দ করি একমাত্র তোমার হালকা দেহের গঠণ বলে।কোন দিন মোটা না হও। ,1
 আপনার সমস্যাটির জন্য দুঃখিত। আপনার নাম্বারটি চেক না করে স্পেসিফিক সমস্যাটির বিষয়ে সঠিক কোন ফিডব্যাক দেয়া সম্ভব হচ্ছে না। আপনার নাম্বারটির গোপনীয়তা রক্ষার্থে নাম্বারটিসহ আমাদের মেইল করুন। আমাদের ই মেইলের ঠিকানা ,0
 শাকিব বেইমান বিয়ে করে বাচ্চা বউয়ের খোজ রাখেনা এই বেইমানএর ছবি দেখলে সেও বেইমান ধিক্কার জানাই মুনাফেক কে ,0
 মসজিদ যদি আল্লাহর ঘর হয় আগুনে পুড়বে না। ,0
 দাঁত কেলিয়ে হাসতে চাইলে চলে যান টেলেন্টেড হারামি পেইজে আর হাসুন প্রান খুলে। ,1
 একজন মুসলমান মারা গেলে অন্ন যে মুসলমান খুশি হয় সে তো বিজন্মার বাচ্ছা ,0
 শেখ হাসিনার হাতে গড়া সোনার ছেলে ,1
 আরো বেশি বেশি বিদেশি সিরিয়ালে বাংলাডাবিং চাই ,1
 আমি অনেক খুসি হয়েছি আপনাকে দেখে ,1
 এই হল প্রকৃত মানুষ মানে সাহসী মানুষ ,1
 অামার প্রিয় নত্রী খালেদা ৷ ,1
 বাঃ খুব ভাল কথা বলেছেন ,1
 ভালো।হিন্দু ধর্মের অনেক ফাক ফোকর বেড়িয়ে আসছিল।ব্যান করেছে ভালো করেছে। ,1
 সুবিধা গুলো সুধু উচ্চ পদস্থ লোকদের জন্য ,0
 এদেরকে গাছের সাথে পিছমোড়া করে বেধে পোতাপেটা করা উচিৎ ,0
 দেশের প্রত্যেক জনগন এমনকি শিশুরাও সুন্দরবন চায়। গনভোট দিলে প্রায় সবই এই পক্ষে ,1
 বিরাট কোহলি কে নিষিদ্ধ করলে হবে না একে আরও কঠিন শাস্তি দেওয়া হউক। এ অপরাধের দায়ে তাকে মোম্বায় এর ওয়ানকেডা স্টেডিয়ামের মাঝে রেখে পাচায় বার বেত্রাগাত করা যেতে পারে । ,0
 অমি চাই তাড়াতাড়ি ভাল হোক ,1
 আমরা একটু আগে দেখলাম।খুব ভাল লেগেছে ,1
 সম্পদের প্রতি লোভ যার যত বেশি আল্লাহর প্রতি তার বিশ্বাস তত কম। হযরত আলি রাঃ ,1
 খুলে দাও মানবতার দ্বার । বাঁচতে দাও মানুষ কে । একটু বাঁচার আশায় ছুটে আসছে সিমান্তে আর বিজিবি ঠেলে পাঠিয়ে দিচ্ছে গুলির মুখে না হয় মাঝ সমুদ্রে অজানা মৃত্যুর দিকে। আমরা কি আর একটু মানবিক হতে পারি না? ,0
 বুঝলাম না কেন যে বালের আলো প্রত্রিকা রোহিঙ্গাদের পিছনে গেলেছে ? ,0
 হে আললাহ তুমি সকল মুসলমানদের হেফাজত করিও অামিন। ,1
 সাকিব নং সাকিব দ্যা বস ,1
হালার পুৎ বোদ্ধ চোদার টাইম নাই এখন আর যাদের চুদার টাইম আছে তাদের কাছে যা। তোদের ধর্মের মধ্যে বালা হয়েছে জীব হত্যা মহা পাপ এখন কেমনে চলে রে চুদির ভাই?? ,0
 জয় আবার আসবেই ইনশাআল্লাহ । ,1
 অামার মনে হয় হিলারি বেস্ট। ,1
মডারেট বৌদ্ধ রোহিঙ্গা নিধন ইস্যুতে চুপ থাকার পর বলবে জীবহত্যা মহাপাপ। ,0
আমার হতাশা অপেক্ষা তোমার রহমত বহু ,1
 প্রথম আলো তোদের খুব কষ্ট হচ্ছে তাই না? খিস খাইয়া পইরা থাক কোনো কথা বলবি না। ,0
 রাজনীতিতে কিছু বেশ্যা থাকে নাজমুল হুদা হলো সেই বেশ্যা। তোর মুখে রাজনৈতিক মানায় না । ,0
 তিনি রাষ্ট্রদূত জন্য হয়তো ব্যাগ টি ও তার জিনিস পত্র পেয়েছেন বাংলাদেশ পুলিশ এর তৎপরতায় পাওয়া জায় কিন্তু সুধু ঢাকা শহরেই এইরকম ব্যাগ চুরি মোবাইল চুরি রাস্তা ঘাটে ছিনতাই এর ঘটনা অনেক রয়েছে। প্রতিটা থানায় হয়তো এই রকম চুরির জন্য হাজারো জি ডি রয়েছে এইখানে পুলিশ এর উদ্ধার কাজ কতটুকু? ,0
 সাবাশ বাংলাদেশ এগিয়ে যাও অগ্রযাত্রার পথে দেখিয়ে দাও পৃথিবীকে আমরাও পারি । ,1
 জঙ্গী জাকির কে দেশে ফিরিয়ে এনে ফাঁসি দেয়া হক ।ধর্মকে নিয়ে ব্যবসা করে এই দাঁতের ডাক্তার। ,0
 সাকিব ভাই তোমাদের অনেক সুন্দর লাগছে ,1
 বস আমিও তোমাকে স্যালুট জানালাম ,1
 আইভি শামীম কেহই তোর বাবার মত রাজাকার না। ,0
গুলিবিদ্ধ সৌরভ আমি গুম হওয়া ,0
 গনতনএের মুকতির জনন্য ম্যাডাম জিয়াকে মাঠে নামা উচিত বলে আমি মনে করি। ,0
 মেয়েটার জম্ম হয়েচে হাসি মুখে ছবি তুলার জন্ন তাই স্মাট্ বাবারকিউট মেয়ে আলাইনা হাসান ,1
 পাষানের হৃদয় গলবে। বাংলাদেশের নয়। ,0
 সালা আপপ্রচার চালাণো পয়তারা কতাছে। ভূয়া খবর ,0
 খুবই খুশির খবর। অত্যাচারী জালিমদের সবকিছু পুড়ে ছাই হয়ে যাক। এটা ওদের পাপের ফল। ,1
 বিপ্লবীদের মৃত্যু নেই সম্রাজ্যবাদ নিপাত যাক মার্কিন যুক্তরাষ্ট্র ধ্বংস হোক সমাজতন্ত্রের জয় হোক । জয় বাংলা জয় বঙ্গবন্ধু জয় সমাজতন্ত্র । ,1
 ড জাকির নায়েক ভারতে নিষিদ্ধ হওয়ায় শ্রী শ্রী রবি শংকর ও ভারতের হিন্দুরা সহ বিশ্বে সকল বিধর্মীরা যে পরিমাণ খুশি হয়েছে তারচেয়েও বেশি খুশি হয়েছে বাংলাদেশের উলামায়েছু গুলো। ,1
 রুহিঙ্গা আরমী পুলিশ মাইরা বুদ্ধ রেপ কইরা ছুদা খাইতেছে অহন। এল্লা তুমি অকি দউরের উপর আছো? ,0
পরবর্তী ম্যাচ এর জন্য থাকো চিটাগাং ভাইকিংস ই সেরা ,1
আমি একজন বাংলাদেশি নাগরিক হিসেবে বলছি বাংলাদেশের উচিত এই মুহুর্তে ওদেরকে আশ্রয় দেওয়া।। ,1
 এই দানব রাষ্ট্রের সাথে অামাদের কোন যোগা যোগ থাকতে পারেনা ,0
 নিহত সবার পরিবারে প্রতি রইল অন্তরের অন্তস্থল থেকে গভীর সমবেদনা। ,1
 সুচির নিরবতা গণহত্যার সম্মতি ক্ষমতা লোভী ,0
 ভাষা দিয়ে বুঝাতে পারবো না বস শান্তি ঘুম আসবে আজ। দুই দিন ঘুমাতে পারিনি ধন্যবাদ টিম টাইগার। ,1
 আমি তোমাকে সাধু বাদ জানাই। ,1
 যত অবহেলা তত ভালোবাসা।আমারো হ্রদয়ে খুব অসস্তি হচ্ছে।ইচ্ছে করছে আমিইই তাকে ফিরিয়ে আনি। ,1
 ইতা মিথ্যা সান্তনা মানুষকে দিয়ে কুনো লাভ নাই ,0
 সে কবে দয়ার সাগর ছিল?এই হারামি আগেও নির্দয় ছিল।এখনো আছে। ,0
 অংসান সূচি মুখে প্রস্রাব করি ,0
 এই মহিলা কে গুলি করে মারা হোক ,0
 খবর টা দেওয়ার জন্য ধন্যবাদ ইসলামের ভাইরাস হল জামাত ,1
 এই শূয়র কে যেই জানোয়ার রা শান্তিতে পুরস্কার দেয় তাঁরা কেমন জানোয়ার বুঝতে পেরেছি ,0
এই জয় আমাদের এই জয় কোটি বাঙালির ,1
 বাংলাদেশ সরকার মিয়ানমারের রাষ্ট্র দূতকে ডেকে মিয়ানমারে মুসলিম গণহত্যার প্রতিবাদ জানিয়েছে কিন্তু মিয়ানমারের রাষ্ট্রদূত তা অস্বীকার করেছে। বৌদ্ধরা যেমন সন্ত্রাসী তেমন মিথ্যুকও। ,0
 ওয়ার্ল্ডের সেরা অল রাউন্ডার এর মেয়ের ম জন্মদিনে জানাই শুভেচ্ছা ,1
 প্রফেসর ব্যাক করলে পাকিস্তান স্কোয়াড মজবুত হবে ,1
 আজ খবরে অসহয় রোহিঙ্গা ভাইদের দেখে চোখের পানি ধরে রাখতে পারিনি।মিয়ানমারের বিরুদ্ধে জিহাদ ঘোষণা করা উচিৎ। ,0
 ভারতবর্ষে একদিকে কালো টাকার মালিক অন্য দিকে মোদী ও ভারতের জনগণ। ,0
 সমগ্র মিয়ানমার জুড়ে মুসলমানদের উপর হিংস্র নিরয্াতন চালিয়ে অশান্তি চালানো সূচির শান্তির নোবেল ছিনিয়ে নেউয়া চাই। সূচি বিশ্ব বেহায়া। ,0
 রোহিঙ্গা কি সেটা আমি জানি।ওদের আমরা খাবার দিয়ে সাহায্য করতে পারি কিন্তু জায়গা দিয়ে নয়। ,0
 যারা আছে তাদের কষ্টের শেষ না ,0
 বাংলাদেশে কি হচ্ছে সেটা নিয়ে একটা রিপোর্ট করে প্রথম আলো প্রমাণ করুক বাংলাদেশে সংবাদমাধ্যম কতটা স্বাধীন। তুরস্ককে নিয়ে মাথা ঘামিয়ে লাভ নেই। ,0
 ইত্যাদি বাঙালী জাতির একটি মনের খুরাক যাহা মনকে আত্ত শুদ্ধি করে ন্যায়ের পাল্লা ভারি করে হাজার বছর বেছে থাকুক হানিফ সংকেত শুভ কামনা রইল ইত্যাদির জন্য ,1
বন্ধুরা দয়া করেবার পুরোটা পড়ুন উপকারে আসতে পারেঃ ,1
 এইডা তো আস্ত শয়তান থুথু বাবার চে য়ে ও খারাপ ,0
সালারা সামনে থেকে কলা দেয় আর পেছনে বাঁশ ,0
 হাসিনা যে নাস্তিক পন্থি সরকার আবার প্রমান হয়ে গেলো৷বিজাতি হলে ঠিকই আশ্র্রয় দিতো আওয়ামী লীগ এর উপর আল্লাহর গজব পরুক৷ ,0
 বাচচা টাকে লাগছে গলাপের পাপরিমতো ,1
 কিউট বেবি আলায়না । লাভ ইউ আলায়নাআব্রি । লাভ ইউ সাকিব আল হাসান ,1
 মায়ানমার এরকম হলে ভালো হতো ,1
 এদেরকে সাহায্য করা আমাদের নৈতিক দায়িত্ব। ,1
 খেয়াল করে দেখবে মাঠে নামার সময় কেউ জেন আপনাকে আবার দেখে না ফেলে ,0
 সাকিব ভাইয়ার ক্যাপ্টেন্সি যেখানে সেখানে ঢাকা কে আমরা চ্যাম্প হিসাব দেখব আশা করি বাই দ্যা ওয়ে সাকিব ভাইয়ার অলরাউন্ড পারফরমেন্স সত্যিই আমদের এক্সাইটেড করে লাভ ইউ ভাইয়া ,1
 শুদ্ধ সংগীতের এ আয়োজনকে সর্বদা স্বাগতম ,1
 সামনা সামনি যুদ্ধ করার সাহস নাই বাসের মানুষ মারাই যায়। ,0
কিছু কিছু সুচিল এর জন্য আজ আমরা বিশ্বের কাছে হীন হয়ে আছি ,0
 তবু সাকিব সারা বিশ্বের হিরো। সাকিব আমাদের দেশের অহংকার।।।। ,1
 আপনি পেলে অবশ্যই আপনাকে দেয়া হবে৷ প্রমাণ আমি নিজে এর আগে আমি প্রতি ঘন্টায় বেশি ব্যবহারকারী হিসেবে সেট পাইছি৷ আপনাকে বুঝতে হবে যে কয়েক কোটির মধ্যে আপনি একজন৷ ,1
দুঃখিত এ কল লিস্ট চেক করতে পারবেন না তবে আমাদের অপশন থেকে চেক করতে পারবেন । ,0
 আমি সৌদি আরব থেকে দেখছি ,1
 ইহা আসলেই একটি দূর্দান্ত ছবি। অসাধারন মুখ ভঙ্গি আর চোখের দৃষ্টি। মিষ্টি মুখের হালকা দুষ্টু হাসিতে চেহারা আরো বেশি ফুটে উঠেছে। চুলের স্টাইল ত বলতে হয় না আর পোষাকের তো যেমনী রং তেমনী ডিজাইন। সব মিলিয়ে অসাধারন লাগছে।এমন পোজ জাতি আগে দেখে নাই।ছবিটির অসাধারন ব্যাকগ্রাউন্ড আমার মনকে ছুয়ে গেছে। ছবিটি ক্যামেরার অসাধারন ব্যবহার হয়েছে। সঠিক জায়গা থেকে সঠিক ভাবে ফোকাস এবং ফ্রেমিং করা হয়েছে। এই ছবিটি যে তুলেছে তাকেও ধন্যবাদ জানাই। আর এই ছবির এডিট ছবির মাহাত্ব্য আরো বাড়িয়ে দিয়েছে। মডেল হিংসার কারণ ,1
 ভাই অনেক ধন্যবাদ নাসির ভাইকে ব্যাট এবং বলে সুযোগ দেওয়ার জন্য। ,1
 পুশব্যাক করেছে ঢল মানে ঠিক বুজলাম না।। ,0
 যাদের মনে কোন মনুষ্যেত নাই তাদের হাজার বলেও লাভ নাই বলা হয় মুসলিমরাই নাকি খারাপ কিন্তু পৃথিবীর কোন দেশের মুসলিমরা অন্যকোন জাতির উপর এমন অত্যাচার করছে তারর নজির নাই কিন্তু অন্য জাতিরা বরাবরই এমন করেই যাচ্ছে তবে বৌদ্ধরা যে মানুষ না এটা বলার অপেক্ষা রাখেনা কারন তাদের ধর্মের মূল কথাই হচ্ছে জীব হত্যা মহাপাপ। ,0
 আমাদের জন্য গর্ভরোধক বড়ি পাঠাওআমরা কাফিরদের সন্তান নিতে চাইনা। ,0
 সত্য বলেছেন আসিফ।তদন্ত করা উচিত বিসিবির। ,1
 বিদ্যা দিদি আপনাকেও শুভ দূর্গা পূজার অনেক অনেক শুভেচ্ছা। আপনি সত্যিই একটু সকল সেলিব্রেটির চেয়ে অন্য রকম। আর এটাই আপনার একটা অসাধারন ভাল দিক। আর এই সত্য সুন্দর ভাল দিকটাকে ধরে রাখুন সম্পূর্ন জীবন। নিজের ধর্মটাকে এভাবেই সম্মানের স্থানে রাখুন। আর আমি আপনার সর্বদা সাফল্য কামনা করি। পরিশেষে আবারো শুভ শারদীয় দূর্গা পূজার শুভেচ্ছা এবং নিমন্ত্রণ ,1
 যুদ্ধ না করে মহাবীর উপাদী ঠিক বলছেন ,1
যথাযথ জায়গায় হাত রেখে পোজ ছবিটিকে আকর্ষনীয় ,1
 এই বেয়াদব ফাজিলের সাথে ক্রিকেট খেলার কোন ইচ্ছা আমার নাই ,0
 কোন ঈদের পরে সেইটা তো বলেন নাই ,0
 ভালো হয়েছে।।।।। না খেয়ে মর কুত্তার জাত ,1
 তোমার হাঁসিতে হাজার ফুল ফুটে যায় ,1
 জাতিসংঘ সহ পশ্চিমা দেশের মানবাধিকার সংগঠনগুলি বাংলাদেশের মানবাধিকার নিয়ে চলিলাছিললি করলে এবার বাংলাদেশের উচিত হবে এগুলোরে কান ধরে জোতা পিটা করে লাথি দিয়ে বের করা ।টাকাওয়ালাদের বাল ফেলানো সংগঠন । ,0
 তাদের বেলায় কিছুই হবে না। কিন্তু অন্যের বেলায় মৃত্যুদন্ড ,0
 এভাবে মায়ানমারের সেনাবাহিনী মারা উচিত ,0
কোন প্রকার প্রমাণাদি বা ঘটনার আসল সত্যতা জানা ছাড়া গুজবে কান না দেয়ার জন্য সবার প্রতি অনুরোধ রইলো।। ,1
 শুধুমাত্র মানুষ নয় বিপদগ্রস্ত যে কোন প্রানীকে সাহায্য করা মানুষের নৈতিক দায়িত্ব। ,1
 আপনাকে অনেক শ্রদ্ধা ও ধন্যবাদ জানাই। আপনি খুব ভালো কথা বলেছেন। প্রদীপের তলায় যেমন অন্ধকার তেমনি সরকারেরও দৃষ্টিহীন। ,1
 দরকার কিন্তু বছর সাজা।তবে কিছু হবেনা । ,0
 সাংবাদিক ভাইদের কোন কাজ নাই ,0
 এর মাঝখানের কাঠি সোজা করে দিয়ে শূন্য বানালে সমীকরণটি সঠিক হবে। ,1
 বাফুফেরর সাথে সংশ্লিষ্ট সকল দুর্নীতিবাজদের পাছাই লাথি দিয়ে বিদায় করা হোক বিশেষ করে সালাউদ্দিনকে ,0
 বাংলায় একটা প্রবাদ আছে একজন দোষ করে দশে পুড়ে মরে। তোদের অবস্থা হয়েছে ঠিক তেমনি। মুহাম্মদ দোষ করে গেছে পৃথিবীর সব মুসলিম আজ কষ্ট ভোগ করছে। ,0
 হে বীর পুরুষ তোমাকে স্বাগতম। ,1
 আল্লাহ মিয়ানমারের মুসলিম দের রক্ষা কর। ,1
 বাঙ্গালীদের সম্মান থাকলে না বাঁচবে । ,0
 নয়া দিগন্ত এর খুব চিন্তা হচ্ছে এই নিয়া ,0
 ও চুদা খেয়ে নোবেল জয় করেছে ,0
আগে সে রিপোর্ট কর অথচ তুরস্কে কি হচ্ছে না হচ্ছে সেটা অনলাইনে খুজে খুজে রিপোর্ট ছাপাও।নিজের চরকায় তেল দাও তারপর অপরের দোষ খুজিও। ,0
 এটাকে হার বল্লে ভূল হবে। এরই নাম জয়। ,1
 সৌদি থেকে আরিফ আপু তুমি আমার অনেক প্রিয়ো। ,1
খ্রিস্টানদের কিছু হলে আমেরিকা জ্বলে। ,0
 শেখ হাসিনাকে ঠিকই এইসব মামলা থেকে অব্যাহতি দিয়েছিলো তাদের সাত খুন মাফ আর বিরোধীদের নেই মাফ। বাংলাদেশের আদালত সম্পুর্ন সরকারেরর নিয়ন্ত্রনে সেখানে আপনি সুবিচার পাবেন না অবিচার সেটা নির্ভর করে আপনার রাজনৈতিক পরিচয়ের উপর ,0
 বাংলাদেশ থেকে সকল বৌদ্ধদের তারিয়ে দেওয়া হক ,0
 ইসলাম মানেই শান্তি আল্লাহ আকবার দে কোপ। ,1
 এই নিস্ঠুর নিরবতায় একদিন তুই ও নিরবে ধংস হয়ে যাবি যেভাবে তোর আগে ফেরাউন নমরুদ হিটলারদের হয়েছিল ,0
 এগিয়ে যাও ব্রাজিল।। দোয়া এবং শুভ কামনা রইলো।। ,1
 করুন আমাদের পেজে করুন আমাদের পোস্ট গুলোয় এর মাধ্যমে আমাদের পরামর্শ দিন এবং করুন সুন্দোর প্রোজন্ম গড়তে বাদুড়িয়া শিশু একাডেমি ? ,1
 অস্থির একটা মজার পেজ বাঁশ খাবি বাঁশ খাবি বাঁশ খাবি বাঁশ দিতে চাইলে লাইক দিয়ে এক্টিভ থাকুন ,1
 নোবেল প্রাইজটা কেড়ে নেওয়া উচিত এই অপদার্থকে কি করে শান্তির পদক দেয় ,0
 ওগো আল্লাহ দয়া করে মায়ানমারের মুসলমানদের সহ সারা বিশ্বের মুসলমানদের তুমি হেফাজত করো। ,1
 কোনো লাভ হবেনা ভারতের থেকে চিন বাংলাদেশের জন্য অনেক ভালো ,1
 কি বলবো বলার ভাষা নেই অনেক টাকা থাকলে আমি এমন গরীব শিশুদের লেখাপড়া করানো সুযোগ করে দিতাম ,0
 আর কত ওয়ার্ড বয়ের অত্যাচার সহ্য করতে হবে? মাত্র কয়দিন আগেই তো তরতাজা যুবক মারা গেল এই একই কারনে। আর ডাক্তার নার্সরা কি নাকে তেল দিয়ে ঘুমায়? ,0
 মোসমান হলে আসা দেও য়া হক ,1
 খালেদা বাবা নামলে ও হাছিনার কিছু করতে পারবেনা ,0
 আজ আমার খুব আনন্দ হচ্ছে এইবার মোল্লা গুলো বুঝতে পারছে স্বজাতির উপর অত্যাচার হলে কেমন লাগে।। হিন্দুদের মারার সময় একবারও তো হাত কাঁপে না ,0
 নিশ্চিত সব কয়টা শান্তি ধর্মের ,1
 ভাইয়ারা আপুরা মজার একটা ট্রল পেইজ হল যদি টাইমলাইন এ মজার মজার পোস্ট পেতে চান তাহলে অবশ্যই লাইক দিন।। ঠকবাজ ঠকবাজ ঠকবাজ ঠকবাজ ঠকবাজ শুধু ই মজা আর ফাজলামো ঠকবাজ ঠকবাজ ঠকবাজ আড্ডা আর মজা চাইলে লাইক দিন। । । আপনাদের অবশ্যই ভাল লাগবে। ঠকবাজ ঠকবাজ ঠকবাজ ঠকবাজ ঠকবাজ শুধু লাইক দিন ।।।। ঠকবাজ ঠকবাজ ,1
 রং কে তুমিই ফুটিয়ে তোলো কিন্তু তুমি এতগুলো কিউট যে রং তোমাকে ফুটিয়ে তুলবে সে ক্ষমতা রং এর নেই।। ,1
 নিজের দেশ নিয়ে ভাব তুরস্ক কে নিয়ে ভাবতে হবে না তুরস্ক ঠিক পথেই আছে। ,0
 এই সব বস্তির পাব্লিকের কথা নিউজ পেপারেও আসে?? ,0
 সত্যি কথা সে অনেকটা সম্প্রদায়িক ভাবে উগ্রবাদী ,1
সেরা ব্যাটসম্যান সেরা অলরাউন্ডার সেরা পেসার ও সেরা অধিনায়ক সবই আছে বর্তমান বাংলাদেশ দলে। ,1
 ওকে ছক্কা মেরে দল থেকে বের করে দেওয়া হক ,0
আশা করি বা এর কাছাকাছি রান বোর্ডে থাকলে ইংলিশদের হারানো সম্ভব ,1
 ওমানে লোক না পাঠিয়ে যারা বিপদে আছে তাদের খোজ খবর নেন আর বাংলাদেশী ভাইদের বলছি বতমান দেশ দালাল ভরে গেছে। ,0
 যে কাজ বাংলাদেশের করা দরকার সেই কাজ পাকিস্থান করছে সাবাস পাকিস্থান সাবাস মার হিন্দু নামক জাহান্নামের কিটদের ,0
 গরুচোর রা এখন বিদেশিদের পার্সও চুরি করেছে। ,0
 দূরনীতিতে দূত এগিয়ে যাছে বাংলাদেশ ,0
 পাকিস্তান আমি সব সময় সাপোর্ট করি। ,1
 মিরাজ নতুন । ওকে এই প্রেসারে না খেলিয়ে আর একটু উপরে খেলান দরকার ,1
তাহলে গোটা দুনিয়াটা অনেক সুন্দর হতো। ,1
 সেনাবহিনীও হাসিনার পা চাটাই গোলাম হবার পথে । ,0
 সূ চি নোবেল পাওয়ার যোগ্যতা হারিয়েছেন ।তার নোবেল প্রত্যাহার করা হউক । ,0
 ক্ষমাশীল পরার্থপরাতক জ্ঞানী সাহায্যকারী ধার্মিক পরামর্শদাতা বন্ধুত্বসুলভ আদর্শবাদী ,1
 সত্যি বলতে আমি জাতীয় দলের যে কজন প্লেয়ারকে মন থেকে শ্রদ্ধা করি তার মধ্যে মাশরাফি মর্তুজা র নাম টা সবার আগে।যদিও আমি কুমিল্লার সাপোর্টার নই।বাট শেষ বেলায় এসে এভাবে ঘুরে দাঁড়িয়ে জয় তুলে নেওয়া।সত্যিই রুমাঞ্চিত।।।। ,1
 এতো কষ্ট সহ্য করা যায় না ,0
 আজকে বছর সুনতে আছি উনি মাঠে নামলে উনার মেকাপ নষ্ট হবে ,0
 বস আমার পক্ষ থেকে অভিনন্দন ,1
 হে খোদা আপনি কাফেরদের দংস করে দিন। ,0
 মাঠে নামবে ছাগু চরাতে মনে হয়। ,0
 সীমান্ত খুলে দেয়া হোক। ওদের প্রান বাঁচানো আমাদের দ্বায়ত।রোহেঙ্গারাও মানুষ। ওদের মৃত্যুর যন্ত্রনা দেখে আমরা মুসলিমজাতি কী ভাবে সহয় করে থাকি। ওদের দয়া করেন। ওরা শুধু একটু বাঁচতে চায়। ,1
 এই চুরি আমাদের দেশের মানুষকে বিদেশীদের কাছে ছোট করল । ,0
 বাংলাদেশ জাতীয়তাবাদী দল বিএনপির সিনিয়র ভাইস চেয়ারম্যান এর শুভ জন্মদিন। সফল হোক সুন্দর হোক ,1
 এই তো মন্তীর মত কথা ধন্যবাদ ,1
 সুচি রে মেরে ফেলা দরকার। ,0
 হটাৎ করে বর্জ্র ডেকে শুরু হল বর্ষণ । ভারতের মালু বিশ্বসেরা পথে ঘাটে করে ধর্ষন । ,0
 আমরা উক্ত ঘটনায় গভীর আনন্দ প্রকাশ করছি। ,1
 অাইয়ুব খাঁন অামল থেকে সৌদিআরব লক্ষ রোহিঙ্গাকে বাংলাদেশ হইতে নিয়ে গিয়ে পালিতেছে। যখন রোহিঙ্গাদের সমাধান হবে তখন রোহিঙ্গাদের ফেরত হয়তো পাঠাবে। ,1
 কাশ্মির স্বাধিনতা দিলে এ অঞ্চলের সব সমস্যা সমাধান হয়ে যায় কিন্তু ভারত তো শান্তি চায়ই না ,0
 সাকিবকে নতুন করে কিছুই বলার নেই । কারন সে অসাধারণ তার সাথে কারও তুলনা নাই তাদের ভাবা না ভাবায় কিছু যায় আসে না । সাকিব সবসময়ই সেরা । তবে বাংলাদেশের জয়ের আরেকটি মূলমন্ত্র হলো প্রতিটি সিরিজে একটি করে নতুন বোলারের অভিষেক ঘটানো । কারন বাংলাদেশ টিমে যারই অভিষেক হয় সেই ভালো বল করে । আশা করি বিসিবি এদিকে নজর দিবেন। ,1
 সাকিব দাদা তুমার খেলাদে মনে হলো আমাদের আগের সাকিব ভাইকে খুযে পেয়েছি অনেক দিনপরে সাকিদার বেটিগের অসাধারো এক ঝর আমরা সবাই চাই তুমি যেনো সবসমোয় ভালো করতে পারো তুমি জিতলে জিতে যাই আমরা তুমার বেটিগের আসায় সব সমোয় টিবির পদ দায় তাকিয়ে থাকি কখন তুমি মাঠে নামবে আর বেটেলিয়ান দের চৌখে দুর সপনে ছায়া নামিয়ে দিবে ,1
 আভিনন্দন বাংলাদেশ দলকে।আমার ব্যক্তিগত পক্ষ্য থেকে মিরাজ এবং সাকিবকে এক গুচ্ছ লাল গোলাপের শুভেচ্ছা ,1
 যারা প্রস্তুতি ম্যাচে কষ্ট করে জিতে তারায় দিন শেষে ফাইনালের নায়ক হবে ,1
 আশা নিয়েই তো বেচে আছি ,1
 বাল ছিড়ে আটি বান্দেছে সাধারন পাবলিক মেরে ফুটানি দেখায় হিজরার দল ,0
 আপ্নার গান তা অনেক অনেক সন্দর লাগ্ল মেম ,1
 ওদের শান্তি নিশ্চিত করতে বাংলাদেশ থেকে সেনাবাহিনী পাঠানো হোক আমি মনে করি এটাই ভালো হবে ,1
 মাসরাফির সকল আপডেট পেতে লাইক দিন এই পেইজ ,1
 কলকাতার বাঙালীদের মোদি বাঁশ দিচ্ছে ,0
 বাংলাদেশীদের জন্য সুখবর ফ্রী জব আপনার থেকে ঘরে বসে মাসে টাকা রোজকার করুণ । ,1
 রহিংগা মুসলমানদের উপর রহম কর বডার খোলে দাও ,1
 বার্মা থেকে আসা ইয়াবা ঠেকাতে তৎপরতা নেই অথচ অসহায় রোহিঙ্গাদের ঠেকাতে এতো তৎপরতা ,0
 বিদ্যা দিদি খুবই ভাল লাগলো তোমার কথা গুলি ,1
 বোন দয়া করে আর কারও মনে কষ্ট দিওনা । কারন মন ভাঙা আর মসজিদ ভাঙা সমান। যাকে ভালবাসবে তাকে বিয়ে করে নিজের সুন্দর জীবন গুচিয়ে নেও এই কামনাই রইল। ,1
 মিরাজ শুরু করছে আর সাকিব শেষ করছে।তবে সাকিব নাম্বার ওয়ান।আর মিরাজকে ধরা হয় সাকিবের উওর সূরি।।। মিরাজকে কাজে লাগাতে হবে এটাই মূল কথা।।।।।।।।।। ,1
 হে আল্লাহ্ তুমি তাদের জন্য একজন নেতা দান করো যে তাদেরকে এই বিপদ থেকে রক্ষ করবে তোমার মাধ্যমে। ,1
 সালারে জেলে নিয়া গরম ডিম দে ,0
রেন্ডিয়ান দুঃখিত পা না দেখে ওষুধ দেইনা ,0
 আজ মিয়ানমারের মুসলিমদের কে যদি আমি আমার জীবন দিয়ে হলেও বাচাতে পারতাম তা হলে আমি তা করতাম। কিন্তু আফসোস আমার সেই শক্তি নেই। যদি থাকত আমি আমার জীবন দিয়া দিতাম ,0
 ভারত ও পাকিস্তান দুটোই লুচ্চা রাষ্ট্র।তাই আসুন ভারত ও পাকিস্তানকে বর্জন করি এবং বাংলাদেশকে ভারত পাকিস্তানের চেয়ে মহান করে তুলি।নয়াদিগন্তের প্রতিও একই আহ্বান রইল। ,0
 মায়নমারের গণতন্ত্রপন্থি নেত্রী অংশান সুচির নোবেল পুরুস্কার বাতিল করে ,0
 তাই অন্য দেশের পক্ষে ফিট নয় ।তাই এটার যারা পূজা করছে তাদের দেশ ধর্ম দেশের উর্বরতা সব চৌচির ,0
 ভাই আপনার দীর্ঘআয়ু কামনা করছি ,1
